PetID,sentiment_score,sentiment_magnitude,sentiment_language,n_sentences_sentiment,n_entities_sentiment
fc2925be3,0.1,2.9,en,9,32
4982cc983,0.2,3.8,zh,9,15
d1052eb2d,0.3,0.6,en,2,6
a768123bd,0.3,2.1,en,6,17
ce344f70e,0.2,0.5,en,2,7
d21ed8b84,0.3,1.3,en,3,4
f91cc9f0d,0.3,5.4,en,14,38
c1917c88e,0.3,8.5,en,14,56
0f1a3ce5a,0.5,1.1,en,2,3
013527aeb,-0.1,2.0,en,7,18
573ee1a1f,0.3,0.3,en,1,1
88f3a5fd6,0.1,0.9,en,5,10
a00eaa0fb,0.0,4.0,en,9,17
a13ed5e9d,0.0,0.0,en,1,2
c457ca802,0.3,1.2,en,4,3
7d0aedfb3,0.0,3.1,en,8,22
d2cd71ec2,0.0,0.0,en,1,1
1cce33a82,0.0,0.0,en,1,1
6735cc397,0.0,0.0,en,1,1
112ae92e0,0.3,2.6,en,6,9
81a176a02,0.2,1.4,en,3,8
918ae2c95,0.3,2.3,en,4,9
4909dc5af,0.2,1.1,en,4,9
0f9d7b0f9,0.1,4.9,en,11,23
4dfd61242,0.4,3.9,en,8,24
76a045292,0.4,2.6,en,6,4
0b3deeb66,0.1,0.1,en,1,2
b1d1e399c,0.2,1.3,en,4,4
5d8c4f66b,0.0,0.2,en,3,2
53cd96ef8,0.2,0.9,en,3,4
330943a7e,-0.2,0.7,en,3,18
ab385bfae,0.3,2.1,en,6,10
b75594e30,0.3,2.4,en,7,11
6ea65996b,0.7,0.7,en,1,1
ac34b6e29,0.4,2.1,en,4,6
095cba2c7,0.4,1.5,en,3,4
58d54417f,0.9,1.8,en,2,3
c749028bb,-0.1,0.4,en,2,8
326355730,0.1,0.4,en,2,6
fc46e61c5,0.2,4.1,en,7,21
40501d365,0.4,12.7,en,22,46
23e36bfd9,0.2,6.6,en,18,20
ee7c25387,0.5,1.0,en,2,9
e472219f1,0.2,2.2,en,6,12
844dfd2b4,0.3,1.3,en,4,5
9e5476a10,0.3,1.9,en,3,6
57d556084,0.2,0.2,en,1,2
502a2a9db,0.3,1.5,zh,4,9
ebd78e1d4,0.4,9.6,en,22,56
a40a8c0ce,0.2,3.2,en,8,14
0753ad1cd,0.0,7.8,en,32,49
fc93e5aa5,0.0,0.0,en,1,3
9aa5ab22f,0.1,1.5,en,2,12
7d86df9b0,0.0,2.0,en,7,7
03aae5768,0.5,1.1,en,2,3
7ddc32b12,0.1,1.2,en,4,11
37bf6da18,0.4,0.8,en,2,7
ab2e61df2,0.2,0.2,en,1,1
734123308,0.1,3.5,en,7,36
d168549f2,0.5,1.7,en,3,11
5c82c5903,0.4,0.4,en,1,2
9e2039291,0.3,6.5,en,16,52
bb15b64ea,-0.2,1.6,en,5,12
dfe83669d,0.0,1.0,en,2,5
c320a6005,0.4,5.3,en,9,25
adfa73768,0.2,0.2,en,1,1
6c5a7a1ef,0.9,0.9,en,1,2
5ced5d057,0.2,2.7,en,9,17
c2eec623c,0.8,0.8,en,1,1
ae0c5671e,0.1,2.1,en,7,17
5bd725e47,0.0,1.7,en,7,16
6120ace5c,0.1,2.6,en,4,8
a426ef14d,0.7,1.5,en,2,7
896e733b5,0.1,0.8,en,4,10
0a796c967,0.3,2.7,en,6,14
be917151a,0.1,2.6,en,9,15
3e9a56447,0.2,0.8,en,2,5
047514286,0.0,5.7,en,15,29
b93203aa7,0.0,0.0,en,1,1
6c62c854f,0.5,2.9,en,5,14
abaf6c9ee,0.8,0.8,en,1,1
01e5d357f,0.1,1.2,en,4,6
e61aceb9e,0.3,2.5,en,6,14
e4abb93bf,0.2,0.5,en,2,3
1c9a2baf6,0.0,3.4,en,10,23
cca88204d,0.7,2.8,en,4,6
26d17afbd,0.2,1.2,en,5,4
80aca536a,0.4,5.0,zh-Hant,10,20
02a13b2cb,0.4,3.1,en,6,12
133c0e6b9,0.1,1.1,en,4,10
a234c6496,0.2,0.5,en,2,6
ee36e2198,0.4,1.7,en,4,6
732fa3cb9,0.4,4.6,en,8,14
c68815d52,0.2,0.9,en,4,7
a6f768f75,0.4,3.7,en,8,19
0157cf3a4,0.3,2.4,en,4,9
118c1147c,0.8,0.8,en,1,1
e5a2e7156,0.3,1.9,en,5,9
3f4d6a956,0.0,1.6,en,5,7
a243c61c6,0.1,2.6,en,7,16
82a97cd8d,-0.6,0.6,en,1,4
b66569990,0.0,6.3,en,19,33
e04d44883,0.0,0.0,en,1,1
34d903f17,0.2,1.2,en,5,4
349fe9b9b,0.5,0.5,en,1,1
d2f333b86,0.3,4.3,en,12,26
c6d91de2b,0.3,0.3,en,1,3
963520a2c,0.1,0.1,en,1,1
aba512b8f,0.5,2.7,en,6,26
a8ce7d647,0.3,0.3,en,1,1
1ffb40e20,0.0,0.5,en,6,9
881580d4b,0.0,0.2,en,2,4
26fb642bb,0.0,0.0,en,1,1
be9474b85,0.6,1.3,en,2,8
999d24492,0.0,2.0,en,3,13
c82b8b2c4,0.3,1.2,en,3,3
30ca259ed,0.4,2.8,en,6,9
fd6dd3835,0.2,3.0,en,6,7
a53cb0980,0.2,3.0,en,8,15
5edf4d9bb,0.0,1.4,en,6,16
1a56bb056,0.5,0.5,en,1,2
9ea8e240f,0.1,4.5,en,20,17
5314d64ac,0.5,3.4,en,6,13
ebcdfedd2,0.0,3.0,en,6,22
cbd6b3064,0.5,2.1,en,4,9
89792afe0,0.4,3.0,en,7,18
9d87fbd92,0.1,0.9,en,7,10
df1d3b1ec,-0.2,0.8,en,3,7
08438c720,0.0,0.0,en,1,4
b5931099f,0.5,1.7,en,3,15
c1e816568,0.1,0.8,en,5,20
23987e634,0.4,1.4,en,3,7
f94ea9d92,-0.1,0.1,en,1,4
cdf4d775f,0.3,2.9,en,6,6
1045bb4c4,0.2,0.8,en,2,4
fe2209833,0.0,0.3,en,2,2
e25112cac,0.2,3.6,en,8,14
f6e56c908,-0.6,0.6,en,1,8
311157c79,0.7,2.1,en,3,4
9ea482068,0.5,2.5,en,4,10
4cbc3433e,0.0,0.0,en,1,1
56c329fdf,0.9,1.9,en,2,3
1123cd69d,0.3,0.3,en,1,4
564ad520f,0.0,2.6,en,8,26
ee2c40165,-0.3,2.1,en,3,9
649930cc8,0.7,3.0,en,4,4
fd2cc8576,0.2,0.2,en,1,10
070faf086,0.1,2.3,en,4,7
4e7a22c99,0.9,0.9,en,1,3
e6b64b212,0.2,0.8,en,4,9
8079e3a1c,0.0,8.3,en,15,57
4d163b731,0.1,0.1,en,1,1
42d565331,0.2,3.3,en,8,22
9684a1603,0.0,0.1,en,2,2
3befd2af6,0.4,3.0,en,5,9
dcdb6907c,0.5,1.6,en,3,3
842528c2a,0.8,0.8,en,1,6
52a539ef3,0.2,2.2,en,3,5
88b60278f,0.0,0.0,en,1,5
2d813cd28,0.6,1.8,en,3,14
de9e02d44,0.6,3.0,en,5,6
1be1868fd,0.5,4.2,en,7,12
33a9dff78,0.0,1.9,en,4,12
88cdc9a60,0.0,2.5,en,9,21
bdb5b7ecb,0.2,0.2,en,1,5
0eab258a9,0.3,2.9,en,7,19
c50926700,0.1,0.8,en,4,8
ca144ac2a,0.7,9.1,en,12,40
8528b3d49,0.2,3.3,en,6,7
7d028bdea,0.1,3.1,en,11,12
fff6f2f61,0.5,3.3,en,6,10
70337537c,0.5,1.1,en,2,4
be07596c5,0.4,3.6,en,5,15
7f3f14a72,0.1,0.1,en,1,2
92d711b01,0.0,1.8,en,3,8
4eb30abb2,0.6,2.4,en,4,6
487531377,-0.1,1.9,en,4,9
03b0568b3,-0.3,0.7,en,2,7
63057be1d,0.0,3.2,en,6,15
615f2f661,0.1,4.3,en,8,13
7d73574ed,0.0,0.0,en,1,1
764837930,0.0,5.7,en,8,18
1d669183f,0.3,1.7,en,4,3
6bb85e53d,0.5,12.7,en,20,26
a8a8f95f6,0.5,2.8,en,5,7
1afdc26fa,0.0,1.0,en,6,12
50abab539,0.1,3.4,en,8,20
36a216956,0.1,0.3,en,3,5
f77a10b5f,0.5,3.5,en,6,9
b8084fe32,0.2,1.7,en,7,10
1c901d8d7,-0.1,0.1,en,1,4
b86b0db65,0.3,0.3,en,1,3
da9b9db54,0.9,1.8,en,2,2
1945c0690,0.3,3.0,en,5,5
c9d8b22d0,0.8,0.8,en,1,6
5d2f7761c,0.1,0.1,en,1,2
2fb24b53d,0.1,0.8,en,4,13
222afe2dd,0.5,4.4,en,7,14
ca39f5e93,0.3,1.2,en,3,7
000fb9572,0.3,0.8,en,2,5
c947d8169,0.5,1.7,en,3,15
9003318e5,0.3,0.3,en,1,1
2b4c4793d,-0.1,1.4,en,4,11
28ec2de89,0.0,0.0,en,1,1
5fcd44bf9,0.2,3.7,en,7,13
49f6a8909,0.0,0.3,en,3,11
3b2b69d20,0.4,1.3,en,3,7
6d994c50c,-0.6,0.6,en,1,2
1d4940497,-0.3,0.7,en,2,1
5330c4588,0.6,3.3,en,5,15
894d76b65,0.0,0.0,en,1,1
6608d48b2,0.4,2.6,en,6,26
67e77a11c,0.2,2.3,en,4,6
a14caa3ea,0.0,0.0,en,1,1
f2f8667a2,0.1,2.6,en,7,15
b310f969f,0.3,7.9,en,21,57
bec55c577,0.8,1.6,en,2,4
21415ffb9,0.4,2.5,en,6,16
e40a90daa,0.0,0.0,en,2,4
154d24447,0.5,4.6,en,8,13
a8df693c0,0.0,0.0,en,1,1
db71b8b85,0.5,1.7,en,3,4
6b820b13d,0.4,2.3,en,5,8
b3a6f353d,0.2,3.0,en,7,11
0d6b8efdc,0.3,5.4,en,9,26
cace2b412,0.0,1.1,en,3,7
c8172e598,0.1,1.8,en,5,8
c9928594c,0.2,7.5,en,15,30
eadb7f25e,0.3,4.4,en,11,19
a0322013c,0.3,2.5,en,8,13
6ac7e0c51,0.2,0.2,en,1,5
0090eb457,0.1,1.2,en,4,10
28cf4a84d,0.0,4.1,en,16,28
a0c584c54,0.0,0.0,en,1,2
3e411bd12,0.2,3.1,en,8,11
48432dfa0,0.5,5.5,en,9,17
1633b105b,0.2,2.5,en,6,13
a2cd5b78a,0.8,0.8,en,1,9
4a108fa61,0.0,0.0,en,1,2
02a084920,0.3,1.2,en,3,10
a3a0fa212,0.3,3.7,en,9,21
094ba0325,0.3,2.4,en,4,11
af9d89c50,0.3,1.9,en,3,10
639fed947,0.0,0.0,en,1,1
e4b550d46,0.3,9.0,en,18,42
fad223ef5,0.2,1.1,en,4,3
f41112ee1,0.9,0.9,en,1,2
f9934b985,0.9,1.8,en,2,1
878214747,0.1,1.6,en,4,8
9aa2d99f5,0.1,7.7,en,20,48
cf74322de,0.3,1.5,en,4,5
277014d80,0.5,1.6,en,3,4
0e6f26f19,0.2,1.0,en,4,6
f66357936,0.8,1.6,en,2,5
d5bf5adaa,0.4,2.3,zh,5,17
9c43d4567,0.3,1.1,en,3,2
48f8d1d90,0.2,1.4,zh,4,24
9951b9762,0.2,1.0,en,3,8
5ab429fcb,0.2,2.6,en,5,5
f2be40d43,0.3,6.9,en,13,20
76358e754,0.0,0.4,en,3,14
ef8ddd70b,0.8,0.8,en,1,11
6679c179c,0.1,1.8,en,5,5
3fccff52b,0.4,1.3,en,3,8
1772727a1,0.0,0.0,en,1,2
ed5631a9c,0.1,0.1,en,1,7
bb16182f7,0.4,3.9,en,9,7
5e08b9ce5,0.3,2.2,en,3,3
3dab3050c,0.0,3.6,en,9,23
31b919935,0.4,4.5,en,8,11
4891fdacd,0.1,0.2,en,2,4
6f2b619bb,0.2,0.5,en,2,5
01b167b92,0.5,3.5,en,6,8
d1f80f7d1,0.0,0.9,en,2,10
64c1c412b,0.2,2.7,en,4,9
5597af31b,0.5,1.0,en,2,3
a04c35bc6,0.0,1.9,en,7,16
ea4c18b67,-0.2,0.2,en,1,3
a8eed143b,0.2,3.1,en,7,15
122683077,0.1,2.5,en,6,10
c8049d235,0.1,1.0,en,2,6
8a01ffaa7,0.2,2.1,en,5,9
6f665c704,0.2,2.2,en,6,20
c8b79357a,-0.1,0.7,en,3,6
1cfc647dc,0.2,2.2,en,5,9
8db729086,0.6,1.2,en,2,8
44da8c2a0,0.1,0.7,en,6,18
b3f69b209,0.2,0.2,en,1,2
08dfce1e7,0.7,1.4,en,2,4
faca11616,0.4,1.4,en,3,5
d0eb1073d,0.1,2.1,zh,6,19
77fa5cdd7,0.0,0.0,en,1,1
0adebbf21,0.0,1.7,en,6,12
518f86025,0.3,1.0,en,3,10
5bc18f57d,0.0,0.0,en,1,3
44a541574,0.4,0.4,en,1,12
89c28aad0,0.3,1.4,en,4,11
2ccf25b91,0.1,0.7,en,6,18
fc0b0843c,0.8,2.5,en,3,2
6e50b52c9,0.0,0.0,en,1,1
ec53a8725,0.5,2.3,en,4,6
1c8a8385e,0.0,2.3,en,6,17
22de1a590,0.1,0.4,en,2,6
a31b05e99,0.1,0.5,en,3,5
0bd2d5882,0.0,0.0,en,1,1
bf537cdb3,0.4,3.0,en,5,14
0fb490c9b,0.0,3.6,en,5,14
4436738dd,0.5,3.3,en,5,7
903a75804,0.0,0.0,en,1,0
4a762f7ab,0.5,0.5,en,1,2
582c02d86,0.5,1.7,en,3,6
ce0412bad,0.8,0.8,en,1,0
5cdb90323,0.0,2.2,en,5,11
bad8f7276,0.0,0.3,en,3,7
b16c55a91,0.4,1.4,en,3,9
50d1c2157,0.0,0.0,en,1,1
70a7a71fe,0.2,4.0,zh-Hant,11,40
1b9cedf4a,0.0,2.3,en,6,11
a0b82db0e,0.4,0.8,en,2,4
05febeea3,0.1,1.4,en,5,11
3485ea1db,-0.5,0.5,en,1,3
c70dc1bd1,0.0,0.0,en,1,1
8e0d93659,0.4,2.8,en,4,3
89a6620e3,0.6,5.4,en,9,26
8b1abca6a,0.4,1.2,en,3,5
db6082ae6,0.3,3.4,zh,8,36
28484f496,0.0,0.0,en,1,1
97d823486,0.3,1.7,en,4,14
35f8b4bff,0.1,2.6,en,6,12
09898b12e,0.7,1.5,en,2,8
009239f92,-0.2,2.1,en,3,9
485bebd4f,0.4,5.6,en,13,24
2485efd0a,0.5,2.1,en,4,9
17a5487d2,0.0,0.0,en,2,5
2de2cbdcf,0.0,1.3,en,5,8
80f1863b8,0.3,2.2,en,6,13
72418da1c,-0.1,1.8,en,5,12
a4221001f,0.0,0.0,en,1,1
e1cd176b5,0.4,0.8,en,2,2
47fc12331,0.4,0.9,en,2,2
850a43f90,0.6,3.7,en,6,13
c30dd6e9a,0.3,1.9,en,5,5
1303e86df,0.1,0.1,en,1,3
1eb8a0278,0.3,1.1,en,3,5
179c21d17,0.8,1.6,en,2,5
d99c980a9,0.0,0.2,en,2,3
ba4811f35,0.1,0.8,zh,3,4
ea7fc7f4f,-0.1,3.0,en,8,15
70aa95825,0.3,0.7,en,2,1
2288c4fc6,0.5,3.1,en,6,11
8a72708bc,0.5,2.6,en,5,4
07227963b,0.1,0.5,en,3,10
24abd7725,0.4,2.4,en,5,10
8f214e361,0.2,1.7,en,6,9
cdb855a69,0.0,3.9,en,10,26
6af981c61,0.0,0.0,en,1,8
a99968c35,0.0,3.4,en,7,16
d061bc124,0.5,1.6,en,4,3
ac495f25b,0.0,0.3,en,3,2
da8cfd914,0.0,2.1,en,4,11
a2037a7b0,0.4,1.3,en,3,4
f83096577,0.0,0.0,en,1,1
bb817b755,0.1,4.1,en,8,29
be84c367d,0.8,0.8,en,1,1
1b5fd0e44,0.4,1.2,en,3,9
9a9f6c753,0.2,5.2,en,11,30
474db10df,-0.1,1.0,en,4,6
7dc33902f,0.0,0.1,en,2,5
7803e9e5d,0.9,0.9,en,1,1
c4b37d5ed,0.2,0.5,en,2,2
8d3b5e6e9,0.0,2.4,en,7,10
e748f52b7,0.3,0.9,en,2,3
14155e8c0,0.4,3.3,zh,7,11
31e9530cf,0.2,0.4,en,2,8
72ec92880,0.2,0.4,en,2,9
f205876aa,0.1,0.7,en,3,7
06ed12b93,0.0,4.1,en,9,33
ff498c903,-0.1,1.7,en,3,11
f500d6361,0.3,1.1,en,3,6
9e6570928,0.1,2.1,zh,6,19
230009c15,0.7,3.9,en,5,14
61338b2e9,0.5,2.9,en,5,22
3e4f81782,0.0,3.4,en,11,27
b943a95a3,0.9,2.9,en,3,27
6cbbe5cd9,0.7,4.4,en,6,22
80ebea85c,0.0,1.0,en,5,15
68e6d1bd7,0.1,0.8,en,4,23
2852d3c30,0.0,0.0,en,1,2
23874f644,0.4,0.8,en,2,4
d5b6f17f5,0.0,0.0,en,1,2
e09807e6e,0.1,2.1,en,4,6
ded3b183c,0.0,0.0,en,1,1
9a0db11a9,0.0,1.0,en,4,5
8b1b5fcfc,0.3,2.9,en,8,21
4374d6f52,0.9,1.8,en,2,3
7a2ea6461,0.6,1.8,en,3,4
13296aae7,0.3,3.3,en,10,15
a39034cfc,0.7,1.4,en,2,4
67e7da152,0.5,1.1,en,2,2
2ef82137f,0.5,2.5,en,4,10
0d508e63a,0.4,1.2,en,3,8
cef342d22,0.4,0.4,en,1,13
ab5964338,0.1,3.4,en,11,14
f819c7b65,0.3,0.3,en,1,1
4db543276,0.1,0.1,en,1,1
b0ad07cfc,0.4,1.7,en,3,6
0d635d0b4,-0.2,0.8,en,2,6
87bdcbcdd,0.7,3.0,zh-Hant,4,29
45c2eb379,0.1,1.3,en,9,18
a460a6274,0.0,0.0,en,1,1
e9cf01a21,0.3,1.9,en,5,9
1b47183f1,0.2,0.8,en,3,10
758a6def9,0.1,0.4,en,2,6
0b501f1d8,0.5,1.1,en,2,3
796382bf4,0.0,1.8,en,4,6
2599e55c5,0.5,1.5,en,3,9
cf86cc5ea,-0.2,0.9,en,3,1
2def0a43e,0.3,1.1,en,3,2
794c57f72,0.2,5.3,en,20,30
7390b70c5,0.2,10.6,en,23,52
7ed1216f9,0.0,1.3,en,6,14
7e6d7cbb3,-0.4,3.2,en,7,26
bec6cc26b,0.1,1.2,en,5,7
e9a854207,0.3,0.6,en,2,4
94019dc75,0.1,3.9,en,6,21
c763886a6,0.5,1.1,en,2,9
b67778d17,0.3,1.3,en,3,4
1e45f7387,0.3,2.2,en,6,11
c7338db23,0.3,6.0,en,12,27
da7680082,0.2,1.5,en,3,3
e464e666d,0.3,1.3,en,3,4
21178f3b0,0.8,1.6,en,2,2
4a2544358,0.2,1.2,en,2,10
1099a5406,0.4,1.6,en,4,13
a75bbea18,0.1,2.3,en,9,15
86aeb2732,0.4,1.8,en,4,11
d6d9a938f,-0.6,0.6,en,1,4
8538f4aa1,0.3,2.8,en,7,10
8cfcbd9bb,0.7,0.7,en,1,0
7a9ca7419,0.0,0.2,en,2,5
a2dccbe51,0.3,4.2,en,9,11
9acd96273,0.0,1.4,en,2,24
d560b8003,0.1,0.9,en,3,8
0833744e6,0.3,2.9,en,5,8
6c692e208,0.6,2.6,en,4,5
aa7548beb,0.9,0.9,en,1,1
b1ae07ad5,0.3,1.9,en,4,16
1ba11aaaa,-0.3,0.3,en,1,7
31eb7b312,0.4,2.2,en,3,7
de2d4f372,0.4,0.8,en,2,4
9c3f9ca37,0.2,2.1,en,3,9
c92256e41,0.8,1.6,en,2,5
4f45bb293,0.1,2.1,en,9,10
2fe763187,0.8,2.5,en,3,3
bfb33b149,0.1,1.8,en,8,11
e0dbd7901,0.5,2.1,en,4,7
9dd3b3bce,-0.2,0.5,en,2,7
f7b84bc3b,0.4,2.6,en,6,11
b9d28a286,0.5,1.7,en,3,8
68cdd6d6b,0.2,3.0,en,9,14
6a5c652b5,0.1,0.6,en,3,7
e01f077a7,0.5,3.6,en,7,4
d60dbdd7a,0.6,3.2,en,5,17
074042a24,0.2,1.2,en,4,7
bc4bbcef1,0.2,1.1,en,4,5
1c723cf91,0.2,3.5,en,8,14
8f1d6224d,0.1,1.2,en,6,16
11b3fd45f,0.4,3.2,en,5,12
828f48390,0.1,2.2,en,10,16
d6715d925,0.4,0.4,en,1,8
18286db6a,0.0,0.0,en,1,1
a93eb0d6f,0.4,0.8,en,2,3
e4b1b7afe,-0.6,0.6,en,1,2
a0f2d927e,-0.1,2.1,en,3,5
626b056b5,0.1,2.4,en,8,10
bf7c0f270,0.2,6.6,en,13,34
ecad4a875,0.1,3.3,en,11,26
eceb03b88,0.1,2.0,en,3,5
e4406b18a,0.0,0.3,en,2,2
c1c16ac86,0.1,2.2,en,5,11
25fc96414,0.2,3.2,en,6,14
276f26435,0.3,1.4,en,4,10
1ba69dec6,0.5,4.2,en,7,9
57ac7373a,-0.1,2.0,en,4,9
3d97fa45c,0.6,1.9,en,3,4
843738a2a,0.0,0.0,en,1,2
7827eee65,0.9,0.9,en,1,3
d17343468,0.0,4.0,en,8,26
4e9a13862,0.4,4.0,en,8,7
4ce620a7a,0.1,2.2,en,11,16
cb295209a,0.3,6.1,en,14,42
356d9395d,0.5,1.0,en,2,3
f642366b6,0.2,1.2,en,3,5
08f54d056,0.4,2.1,en,5,7
172305d1b,0.6,2.0,en,3,4
7dd6704a1,0.5,1.0,en,2,2
bd05c2f75,0.1,2.9,en,13,17
ad491b969,0.1,0.4,en,2,6
2a154e41c,0.3,0.7,en,2,1
4fedc2eb6,0.3,1.2,en,3,4
ca1df3f71,0.0,0.0,en,2,4
610246129,0.1,3.0,en,9,18
133234595,0.9,0.9,en,1,4
df03e957d,0.0,0.0,en,1,1
e9ac456b3,0.0,0.2,en,3,7
c61869b9b,-0.2,2.1,en,3,11
cff9a1fec,0.1,1.4,en,3,7
944a5fec2,0.3,1.0,en,2,6
a58d8080b,0.5,3.6,en,6,25
cccbf8c47,0.3,2.7,en,5,10
64ea72fca,0.8,1.7,en,2,3
9ebe2f16c,0.0,1.0,en,7,20
380eaa884,0.6,8.5,en,13,34
390c45d0c,0.0,6.3,en,20,72
90dc0d83f,0.2,3.4,en,7,30
ff7ff0f3c,0.5,1.1,en,2,5
1bec8eb5e,0.4,4.3,en,8,39
49c5dbda7,0.3,2.3,en,6,13
a124a31ee,0.0,0.2,en,4,13
3285d041f,0.4,1.9,en,3,12
aba03a4c5,0.5,4.1,en,7,8
f0193b572,0.0,0.0,en,1,3
4f10d4a75,-0.1,2.3,en,4,7
164462023,0.1,6.2,en,13,24
907fc239e,0.7,3.5,en,5,15
21c3157e8,0.5,2.6,en,4,7
da4a5403d,0.3,3.1,en,7,11
69a1b02f6,0.2,1.1,en,4,7
94fc65b67,0.4,3.8,en,7,8
924373704,0.9,0.9,en,1,11
5493d0771,0.1,1.1,en,5,11
40309f25c,0.7,1.5,en,2,4
dfa39b9f1,0.1,0.8,en,5,6
01142a354,0.1,2.7,en,10,15
bf1762a3a,0.4,3.5,en,7,11
354e9fc50,-0.1,0.3,en,2,4
e6f4d14a0,0.0,0.0,en,1,1
93685a66f,0.3,2.8,en,7,28
a97467fb6,0.9,0.9,en,1,2
ee83e7a09,0.2,6.8,zh-Hant,16,34
24361123a,0.2,0.9,en,4,12
0d460fe7a,0.0,0.5,en,7,10
b09ecfb53,0.2,2.6,en,7,13
7db48c47a,-0.1,1.3,en,5,9
2de32b48a,0.1,0.6,en,4,6
2fab464fb,0.0,0.0,en,2,6
72bfc767c,0.7,1.4,en,2,4
482d05dc8,-0.2,0.5,en,2,6
716167b76,0.6,3.8,en,6,6
f600368fb,0.3,2.9,en,4,11
be23e42d0,0.5,1.5,en,3,9
615213076,0.5,0.5,en,1,8
7b6ffc0a1,0.3,3.9,en,9,20
006610fe3,0.7,0.7,en,1,10
23b3f793e,0.2,6.1,en,12,35
13d30c173,0.2,6.8,en,15,43
881aefbb9,0.0,0.0,en,1,4
adc5ada07,0.9,0.9,en,1,0
11b20ee8f,0.5,1.8,en,3,5
44db1cade,0.0,4.7,en,12,23
cea713af9,0.4,1.7,en,4,9
1a9733afb,0.1,1.2,en,3,10
113204c87,0.2,1.2,en,3,7
b8bc0c25c,0.4,0.9,en,2,4
a21b2a42c,0.6,3.1,en,5,12
375794bcb,0.5,1.7,en,3,15
e2f1f5377,0.1,0.1,en,1,2
f892df3a1,0.3,0.6,en,2,8
dd3c902ae,0.2,4.4,en,7,16
c2fe3684a,0.2,3.3,en,8,11
a6e37f91b,0.3,1.9,en,5,15
ea159d8da,0.4,2.2,en,4,8
1b1ddc50c,0.5,1.1,en,2,3
89bdd90b8,0.3,2.8,en,5,15
062633cb1,0.0,0.4,en,2,4
f9db446f8,-0.7,0.7,en,1,6
979d48d7b,0.6,3.2,en,5,6
c1aa4142d,0.3,1.1,en,2,3
95c01e235,0.9,0.9,en,1,3
c220b4764,0.2,1.7,en,4,5
9d8032dd0,0.2,2.8,en,6,9
179462b6d,0.1,0.2,en,2,7
d042e55ce,0.8,0.8,en,1,1
8a0a8eec0,0.1,2.8,en,11,38
adc3a477a,0.3,3.8,en,9,20
a6cbd39c2,0.2,6.1,en,13,29
b6684c4b7,0.0,3.6,en,9,27
fc0952bea,0.2,0.7,en,3,9
7e3c6f81d,0.0,1.9,en,2,1
e0efe2c72,0.3,1.2,en,3,4
f677061e8,0.5,1.6,en,3,8
9c14d8650,0.4,1.2,en,3,11
029641a1a,-0.1,1.0,en,5,11
fb00c8969,0.0,2.0,en,7,14
a662626a6,0.0,0.4,en,3,6
3b923cef0,0.2,7.8,en,17,38
d6ad64584,0.2,1.5,en,4,7
ae03f99f2,0.1,3.2,en,11,37
6cafa50dd,0.0,1.9,en,3,2
a56c46193,0.0,2.1,en,4,8
6d5afdb0f,0.2,0.2,en,1,2
2da9b0c2c,0.0,1.9,en,8,12
05fb5b403,0.8,0.8,en,1,3
469bd2504,0.0,0.0,en,1,1
c40b30ff3,0.6,0.6,en,1,2
7c787403c,0.4,2.0,en,5,6
92b6acf73,0.0,1.0,en,3,11
71297d780,0.2,0.8,en,3,11
01d981c81,0.3,1.0,en,3,3
6dd12152a,0.3,0.6,en,2,5
8a7860ee2,0.1,2.9,en,7,16
a6a0b1762,0.4,3.4,en,5,9
9de6b8550,0.1,0.3,en,2,6
e78e9736a,0.3,2.4,en,8,10
d5b9e0322,0.3,1.9,en,5,12
553d1ee3b,0.0,1.4,en,3,4
72a2dc93b,-0.1,0.7,en,3,4
1d5be4060,0.2,6.2,en,17,36
487f74408,0.8,0.8,en,1,2
db5d27601,0.5,2.8,en,5,7
5cc846427,-0.1,2.1,en,3,5
f836696de,0.3,1.4,en,4,5
f86f15c15,0.3,1.0,en,3,4
4348b169a,0.2,2.3,en,6,7
29b60faaa,0.6,1.3,en,2,3
30f92e1ab,0.4,0.4,en,1,2
2c93c0c11,0.3,0.8,en,2,3
78631549e,0.5,5.3,en,9,13
a99b34f95,0.3,3.6,en,10,27
ef690f7c1,0.1,3.4,en,10,16
dffd9f2ff,0.4,3.2,en,7,9
dbabe4e51,0.6,0.6,en,1,4
a1d8d917c,0.5,0.5,en,1,3
b271a8246,0.4,1.3,en,3,7
52abcc0fe,-0.1,4.8,en,7,16
ab22c3350,0.7,0.7,en,1,9
859b2a95b,0.4,2.1,en,5,12
68046ca33,0.0,0.1,en,3,5
92fa4a896,0.2,0.2,en,1,2
b0d54f76e,0.3,5.0,en,12,35
4669945ed,0.5,3.3,en,5,17
ddeeba131,0.3,1.9,en,5,12
9f2e4a2e1,0.5,4.1,en,7,16
c3208c19d,0.1,2.9,en,7,14
9abb10f2f,0.4,2.7,en,6,17
352522dbd,0.0,3.6,en,7,20
213cf987d,0.4,2.7,en,5,15
8b03c494a,0.5,1.0,en,2,6
a3cc5de2b,0.4,9.7,en,15,33
c2e4ec0c2,0.5,2.1,en,4,11
521e214ec,0.1,1.2,en,4,5
8fa2d16db,0.5,1.6,en,3,8
f749cd744,0.4,1.9,en,4,13
087fbda7e,0.0,6.8,en,10,27
e42dc215d,0.5,2.8,en,5,7
de489fcd8,0.8,0.8,en,1,13
ab599a6ac,-0.1,0.7,en,3,9
a2ee6f2da,0.7,2.2,en,3,7
3bf71f7b1,0.4,0.4,en,1,3
